000091200,01020001,000055,22,000001,000004,91200
000152600,01020001,000106,22,000001,000004,61400
000160700,01020001,000112,22,000001,000004,8100
000199200,01020001,000124,22,000001,000004,38500
000229000,01030000,000137,22,000001,000004,29800
000229600,01020001,000138,22,000001,000004,600
000291500,01030000,000187,22,000001,000004,61900
000308900,01030000,000193,22,000001,000004,17400
000314200,01030000,000194,22,000001,000004,5300
000393900,01030000,000237,22,000001,000004,79700
000426400,01030000,000268,22,000001,000004,32500
000426600,01020001,000270,22,000001,000004,200
000474600,01020001,000293,22,000001,000004,48000
000487900,01030000,000297,22,000001,000004,13300
000523100,01030000,000321,22,000001,000004,35200
000529900,01020001,000328,22,000001,000004,6800
000532400,01020001,000332,22,000001,000004,2500
000538400,01020001,000340,22,000001,000004,6000
000684200,01020001,000410,22,000001,000004,145800
000691900,01020001,000420,22,000001,000004,7700
000696000,01030000,000423,22,000001,000004,4100
000765400,01030000,000455,22,000001,000004,69400
000793100,01030000,000467,22,000001,000004,27700
000813500,01020001,000484,22,000001,000004,20400
000848600,01030000,000519,22,000001,000004,35100
000858200,01030000,000524,22,000001,000004,9600
000869900,01020001,000529,22,000001,000004,11700
000878500,01030000,000531,22,000001,000004,8600
000883100,01020001,000532,22,000001,000004,4600
000894500,01020001,000534,22,000001,000004,11400
000980200,01030000,000600,22,000001,000004,85700
